codigo_filme;titulo;diretor;ano;genero;duracao;orcamento;faturamento;nota;elenco_principal
1725;Pain & Gain ;Michael Bay;2013;Drama;91;26000000;49874933;6,5;Robert De Niro
1726;In Good Company ;Paul Weitz;2004;Aventura;144;26000000;45489752;6,5;Viola Davis
1727;Clockstoppers ;Jonathan Frakes;2002;Ação;154;26000000;36985501;5,2;Tom Hanks
1728;Silverado ;Lawrence Kasdan;1985;Romance;156;26000000;33200000;7,2;Natalie Portman
1729;Brothers ;Jim Sheridan;2009;Comédia;125;26000000;28501651;7,1;Leonardo DiCaprio
1730;Agent Cody Banks 2: Destination London ;Kevin Allen;2004;Ação;89;26000000;23222861;4,5;Leonardo DiCaprio
1731;New Year's Eve ;Garry Marshall;2011;Família;122;56000000;54540525;5,7;Tom Hanks
1732;Original Sin ;Michael Cristofer;2001;Comédia;125;42000000;16252765;6,0;Natalie Portman
1733;The Raven ;James McTeigue;2012;Drama;133;26000000;16005978;6,4;Leonardo DiCaprio
1734;Welcome to Mooseport ;Donald Petrie;2004;Animação;126;26000000;14469428;5,2;Tom Hanks
1735;Highlander: The Final Dimension ;Andrew Morahan;1994;Biografia;106;26000000;13829734;4,3;Viola Davis
1736;Blood and Wine ;Bob Rafelson;1996;Ficção científica;83;22000000;1075288;6,1;Denzel Washington
1737;The Curse of the Jade Scorpion ;Woody Allen;2001;Ação;132;26000000;7496522;6,8;Meryl Streep
1738;Flipper ;Alan Shapiro;1996;Aventura;129;25530000;20047715;5,2;Cate Blanchett
1739;Self/less ;Tarsem Singh;2015;Fantasia;81;26000000;12276810;6,5;Tom Hanks
1740;The Constant Gardener ;Fernando Meirelles;2005;Biografia;125;15000000;33565375;7,5;Tom Hanks
1741;The Passion of the Christ ;Mel Gibson;2004;Drama;89;30000000;499263;7,1;Meryl Streep
1742;Mrs. Doubtfire ;Chris Columbus;1993;Musical;93;25000000;219200000;6,9;Leonardo DiCaprio
1743;Rain Man ;Barry Levinson;1988;Ficção científica;97;25000000;172825435;8,0;Leonardo DiCaprio
1744;Gran Torino ;Clint Eastwood;2008;Drama;148;33000000;148085755;8,2;Leonardo DiCaprio
1745;W. ;Oliver Stone;2008;Drama;102;25100000;25517500;6,4;Natalie Portman
1746;Taken ;Pierre Morel;2008;Drama;101;25000000;145000989;7,9;Natalie Portman
1747;The Best of Me ;Michael Hoffman;2014;Aventura;116;26000000;26761283;6,7;Tom Hanks
1748;The Bodyguard ;Mick Jackson;1992;Aventura;71;25000000;121945720;6,1;Tom Hanks
1749;Schindler's List ;Steven Spielberg;1993;Animação;74;22000000;96067179;8,9;Viola Davis
1750;The Help ;Tate Taylor;2011;Comédia;63;25000000;169705587;8,1;Denzel Washington
1751;The Fifth Estate ;Bill Condon;2013;História;112;28000000;3254172;6,2;Tom Hanks
1752;Scooby-Doo 2: Monsters Unleashed ;Raja Gosnell;2004;Documentário;120;80000000;84185387;4,9;Cate Blanchett
1753;Freddy vs. Jason ;Ronny Yu;2003;Aventura;106;30000000;82163317;5,8;Tom Hanks
1754;Jimmy Neutron: Boy Genius ;John A. Davis;2001;Romance;123;30000000;80920948;6,0;Denzel Washington
1755;Cloverfield ;Matt Reeves;2008;Musical;119;25000000;80034302;7,0;Viola Davis
1756;Teenage Mutant Ninja Turtles II: The Secret of the Ooze ;Michael Pressman;1991;Terror;111;25000000;78656813;6,0;Denzel Washington
1757;The Untouchables ;Brian De Palma;1987;Mistério;135;25000000;76270454;7,9;Natalie Portman
1758;No Country for Old Men ;Ethan Coen;2007;Comédia;110;25000000;74273505;8,1;Cate Blanchett
1759;Ride Along ;Tim Story;2014;Comédia;107;25000000;134141530;6,2;Denzel Washington
1760;Bridget Jones's Diary ;Sharon Maguire;2001;Animação;101;26000000;71500556;6,7;Leonardo DiCaprio
1761;Chocolat ;Lasse Hallström;2000;Thriller;84;25000000;71309760;7,3;Robert De Niro
1762;Legally Blonde 2: Red, White & Blonde ;Charles Herman-Wurmfeld;2003;Drama;94;45000000;89808372;4,6;Cate Blanchett
1763;Parental Guidance ;Andy Fickman;2012;Drama;68;25000000;77264926;6,1;Cate Blanchett
1764;No Strings Attached ;Ivan Reitman;2011;Terror;98;25000000;70625986;6,2;Meryl Streep
1765;Tombstone ;George P. Cosmatos;1993;Comédia;117;25000000;56505065;7,8;Leonardo DiCaprio
1766;Romeo Must Die ;Andrzej Bartkowiak;2000;Família;83;25000000;55973336;6,1;Meryl Streep
1767;Final Destination 3 ;James Wong;2006;Mistério;100;25000000;54098051;5,8;Tom Hanks
1768;The Lucky One ;Scott Hicks;2012;Comédia;110;25000000;60443237;6,5;Natalie Portman
1769;Bridge to Terabithia ;Gabor Csupo;2007;Thriller;64;17000000;82234139;7,2;Viola Davis
1770;Finding Neverland ;Marc Forster;2004;Mistério;91;25000000;51676606;7,8;Natalie Portman
1771;A Madea Christmas ;Tyler Perry;2013;Thriller;96;25000000;52528330;4,7;Cate Blanchett
1772;The Grey ;Joe Carnahan;2011;Romance;131;25000000;51533608;6,8;Denzel Washington
1773;Hide and Seek ;John Polson;2005;Drama;144;30000000;51097664;5,9;Leonardo DiCaprio
1774;Anchorman: The Legend of Ron Burgundy ;Adam McKay;2004;Ficção científica;57;26000000;84136909;7,2;Tom Hanks
1775;Goodfellas ;Martin Scorsese;1990;Ação;118;25000000;46836394;8,7;Tom Hanks
1776;Agent Cody Banks ;Harald Zwart;2003;Terror;82;26000000;47285499;5,0;Cate Blanchett
1777;Nanny McPhee ;Kirk Jones;2005;Ação;123;25000000;47124400;6,6;Denzel Washington
1778;Scarface ;Brian De Palma;1983;Ação;96;25000000;44700000;8,3;Robert De Niro
1779;Nothing to Lose ;Steve Oedekerk;1997;Romance;120;25000000;44455658;6,7;Denzel Washington
1780;The Last Emperor ;Bernardo Bertolucci;1987;Terror;75;23000000;43984230;7,8;Viola Davis
1781;Contraband ;Baltasar Kormákur;2012;Drama;145;25000000;66489425;6,5;Leonardo DiCaprio
1782;Money Talks ;Brett Ratner;1997;Ação;109;25000000;41067398;6,1;Meryl Streep
1784;The Wild Thornberrys Movie ;Cathy Malkasian;2002;Romance;113;25000000;39880476;5,2;Viola Davis
1785;Rugrats Go Wild ;John Eng;2003;Drama;166;25000000;39399750;5,6;Leonardo DiCaprio
1786;Undercover Brother ;Malcolm D. Lee;2002;Drama;147;25000000;38230435;5,8;Viola Davis
1787;The Sisterhood of the Traveling Pants ;Ken Kwapis;2005;Musical;148;25000000;39008741;6,6;Meryl Streep
1788;Kiss of the Dragon ;Chris Nahon;2001;Comédia;80;25000000;36833473;6,6;Robert De Niro
1789;The House Bunny ;Fred Wolf;2008;Thriller;127;25000000;48237389;5,5;Meryl Streep
1790;Million Dollar Arm ;Craig Gillespie;2014;Documentário;157;25000000;36447959;7,0;Leonardo DiCaprio
1791;The Giver ;Phillip Noyce;2014;Ação;116;25000000;45089048;6,5;Meryl Streep
1792;What a Girl Wants ;Dennie Gordon;2003;Drama;91;20000000;35990505;5,8;Leonardo DiCaprio
1793;Jeepers Creepers II ;Victor Salva;2003;Ficção científica;124;17000000;35143332;5,6;Leonardo DiCaprio
1794;Good Luck Chuck ;Mark Helfrich;2007;Documentário;131;25000000;35000629;5,6;Meryl Streep
1795;Cradle 2 the Grave ;Andrzej Bartkowiak;2003;Comédia;87;30000000;34604054;5,8;Natalie Portman
1796;The Hours ;Stephen Daldry;2002;Comédia;124;25000000;41597830;7,6;Leonardo DiCaprio
1797;She's the Man ;Andy Fickman;2006;Romance;87;20000000;33687630;6,4;Denzel Washington
1798;Mr. Bean's Holiday ;Steve Bendelack;2007;Fantasia;136;25000000;32553210;6,3;Tom Hanks
1799;Anacondas: The Hunt for the Blood Orchid ;Dwight H. Little;2004;Ficção científica;117;25000000;31526393;4,6;Leonardo DiCaprio
1800;Blood Ties ;Guillaume Canet;2013;Terror;117;25500000;41229;6,5;Tom Hanks
1801;August Rush ;Kirsten Sheridan;2007;Drama;110;30000000;31655091;7,5;Viola Davis
1802;Elizabeth ;Shekhar Kapur;1998;Documentário;67;25000000;30012990;7,5;Cate Blanchett
1803;Bride of Chucky ;Ronny Yu;1998;Ação;130;25000000;32368960;5,3;Tom Hanks
1804;Tora! Tora! Tora! ;Richard Fleischer;1970;Romance;150;25000000;14500000;7,5;Viola Davis
1805;Spice World ;Bob Spiers;1997;Romance;100;25000000;29247405;3,3;Meryl Streep
1806;Dance Flick ;Damien Dante Wayans;2009;Drama;107;25000000;25615792;3,5;Robert De Niro
1807;The Shawshank Redemption ;Frank Darabont;1994;Fantasia;104;25000000;28341469;9,3;Meryl Streep
1808;Crocodile Dundee in Los Angeles ;Simon Wincer;2001;Ficção científica;100;21150000;25590119;4,8;Cate Blanchett
1809;Kingpin ;Bobby Farrelly;1996;Biografia;89;27000000;24944213;6,9;Leonardo DiCaprio
1810;The Gambler ;Rupert Wyatt;2014;Terror;136;25000000;33631221;6,0;Cate Blanchett
1811;August: Osage County ;John Wells;2013;Ação;118;25000000;37738400;7,3;Meryl Streep
1812;A Lot Like Love ;Nigel Cole;2005;Ficção científica;116;30000000;21835784;6,6;Viola Davis
1813;Eddie the Eagle ;Dexter Fletcher;2016;Aventura;124;23000000;15785632;7,5;Tom Hanks
1814;He Got Game ;Spike Lee;1998;Thriller;96;25000000;21554585;6,9;Leonardo DiCaprio
1815;Don Juan DeMarco ;Jeremy Leven;1994;Terror;66;25000000;22200000;6,8;Meryl Streep
1816;Dear John ;Lasse Hallström;2010;Terror;148;25000000;80014842;6,3;Tom Hanks
1817;The Losers ;Sylvain White;2010;Romance;81;25000000;23527955;6,4;Leonardo DiCaprio
1818;Don't Be Afraid of the Dark ;Troy Nixey;2010;Comédia;106;25000000;24042490;5,6;Viola Davis
1819;War ;Philip G. Atwell;2007;Ficção científica;140;25000000;22466994;6,3;Robert De Niro
1820;Punch-Drunk Love ;Paul Thomas Anderson;2002;Drama;99;25000000;17791031;7,3;Meryl Streep
1821;EuroTrip ;Jeff Schaffer;2004;Família;151;25000000;17718223;6,6;Tom Hanks
1822;Half Past Dead ;Don Michael Paul;2002;Comédia;44;13000000;15361537;4,6;Viola Davis
1823;Unaccompanied Minors ;Paul Feig;2006;Drama;105;26000000;16647384;5,1;Denzel Washington
1824;Bright Lights, Big City ;James Bridges;1988;Biografia;130;25000000;16118077;5,6;Viola Davis
1825;The Adventures of Pinocchio ;Steve Barron;1996;Ficção científica;118;25000000;15091542;5,3;Robert De Niro
1826;The Box ;Richard Kelly;2009;Mistério;109;16000000;15045676;5,6;Cate Blanchett
1827;The Ruins ;Carter Smith;2008;Drama;128;8000000;17427926;5,9;Viola Davis
1828;The Next Best Thing ;John Schlesinger;2000;Mistério;117;25000000;14983572;4,7;Viola Davis
1829;My Soul to Take ;Wes Craven;2010;Crime;109;25000000;14637490;4,8;Natalie Portman
1830;The Girl Next Door ;Luke Greenfield;2004;Crime;60;25000000;14589444;6,8;Leonardo DiCaprio
1831;Maximum Risk ;Ringo Lam;1996;Biografia;129;25000000;14095303;5,4;Cate Blanchett
1832;Stealing Harvard ;Bruce McCulloch;2002;Terror;119;25000000;13973532;5,1;Robert De Niro
1833;Legend ;Brian Helgeland;2015;Animação;102;30000000;1865774;7,0;Denzel Washington
1834;Shark Night 3D ;David R. Ellis;2011;Ação;60;25000000;18860403;4,0;Natalie Portman
1835;Angela's Ashes ;Alan Parker;1999;Drama;111;25000000;13038660;7,3;Denzel Washington
1836;Draft Day ;Ivan Reitman;2014;Ação;95;25000000;28831145;6,8;Denzel Washington
1837;The Conspirator ;Robert Redford;2010;Romance;114;25000000;11538204;7,0;Meryl Streep
1838;Lords of Dogtown ;Catherine Hardwicke;2005;Ação;95;25000000;11008432;7,1;Robert De Niro
1839;The 33 ;Patricia Riggen;2015;Fantasia;140;26000000;12188642;6,9;Natalie Portman
1840;Big Trouble in Little China ;John Carpenter;1986;Aventura;78;25000000;11100000;7,3;Meryl Streep
1841;Warrior ;Gavin O'Connor;2011;Comédia;88;25000000;13651662;8,2;Meryl Streep
1842;Michael Collins ;Neil Jordan;1996;Terror;153;28000000;11030963;7,1;Tom Hanks
1843;Gettysburg ;Ron Maxwell;1993;Comédia;68;25000000;10769960;7,7;Leonardo DiCaprio
1844;Stop-Loss ;Kimberly Peirce;2008;Aventura;77;25000000;10911750;6,5;Denzel Washington
1845;Abandon ;Stephen Gaghan;2002;Terror;132;25000000;10719367;4,9;Meryl Streep
1846;Brokedown Palace ;Jonathan Kaplan;1999;Drama;104;25000000;10114315;6,4;Viola Davis
1847;The Possession ;Ole Bornedal;2012;Romance;75;14000000;49122319;5,9;Leonardo DiCaprio
1848;Mrs. Winterbourne ;Richard Benjamin;1996;Ação;133;25000000;10070000;6,2;Meryl Streep
1849;Straw Dogs ;Rod Lurie;2011;Crime;105;25000000;10324441;5,8;Meryl Streep
1850;The Hoax ;Lasse Hallström;2006;Ação;81;25000000;7156933;6,7;Leonardo DiCaprio
1851;Stone Cold ;Craig R. Baxley;1991;Mistério;110;17000000;9286314;5,9;Viola Davis
1852;The Road ;John Hillcoat;2009;Biografia;83;25000000;56692;7,3;Viola Davis
1853;Underclassman ;Marcos Siega;2005;Terror;80;25000000;5654777;4,1;Meryl Streep
1854;Say It Isn't So ;J.B. Rogers;2001;Drama;111;25000000;5516708;4,9;Viola Davis
1855;The World's Fastest Indian ;Roger Donaldson;2005;Ficção científica;114;25000000;5128124;7,9;Leonardo DiCaprio
1856;Snakes on a Plane ;David R. Ellis;2006;Ficção científica;107;33000000;34014398;5,6;Denzel Washington
1857;Tank Girl ;Rachel Talalay;1995;Família;110;25000000;4064333;5,2;Viola Davis
1858;King's Ransom ;Jeffrey W. Byrd;2005;Comédia;90;15000000;4006906;4,1;Leonardo DiCaprio
1859;Blindness ;Fernando Meirelles;2008;Romance;138;25000000;3073392;6,6;Leonardo DiCaprio
1860;BloodRayne ;Uwe Boll;2005;Animação;104;25000000;1550000;2,9;Meryl Streep
1861;Where the Truth Lies ;Atom Egoyan;2005;Ficção científica;62;25000000;871527;6,5;Robert De Niro
1862;Without Limits ;Robert Towne;1998;Thriller;113;25000000;777423;7,2;Natalie Portman
1863;Me and Orson Welles ;Richard Linklater;2008;Drama;99;25000000;1186957;6,8;Cate Blanchett
1864;The Best Offer ;Giuseppe Tornatore;2013;Biografia;114;13500000;85433;7,8;Leonardo DiCaprio
1865;Bad Lieutenant: Port of Call New Orleans ;Werner Herzog;2009;Terror;109;20000000;1697956;6,7;Natalie Portman
1866;Little White Lies ;Guillaume Canet;2010;Ação;78;25000000;183662;7,1;Denzel Washington
1867;Love Ranch ;Taylor Hackford;2010;Comédia;76;25000000;134904;5,7;Natalie Portman
1868;The Counselor ;Ridley Scott;2013;Mistério;85;25000000;16969390;5,3;Robert De Niro
1869;Kung Fu Killer ;Teddy Chan;2014;Terror;132;25000000;129115;6,5;Leonardo DiCaprio
1870;Dangerous Liaisons ;Stephen Frears;1988;Thriller;116;14000000;34700000;7,7;Robert De Niro
1871;On the Road ;Walter Salles;2012;Ação;148;25000000;717753;6,1;Natalie Portman
1872;Star Trek IV: The Voyage Home ;Leonard Nimoy;1986;Aventura;100;25000000;109713132;7,3;Denzel Washington
1873;Rocky Balboa ;Sylvester Stallone;2006;Ação;113;24000000;70269171;7,2;Robert De Niro
1874;Point Break ;Ericson Core;2015;Comédia;130;105000000;28772222;5,3;Denzel Washington
1875;Scream 2 ;Wes Craven;1997;Ação;137;24000000;101334374;6,1;Robert De Niro
1876;Jane Got a Gun ;Gavin O'Connor;2016;Animação;108;25000000;1512815;5,8;Cate Blanchett
1877;Think Like a Man Too ;Tim Story;2014;Comédia;129;24000000;65182182;5,7;Natalie Portman
1878;The Whole Nine Yards ;Jonathan Lynn;2000;Drama;110;24000000;57262492;6,7;Tom Hanks
1879;Footloose ;Herbert Ross;1984;Animação;117;8200000;80000000;6,5;Denzel Washington
1880;Old School ;Todd Phillips;2003;Comédia;82;24000000;74608545;7,2;Robert De Niro
1881;The Fisher King ;Terry Gilliam;1991;Biografia;103;24000000;41895491;7,6;Leonardo DiCaprio
1882;I Still Know What You Did Last Summer ;Danny Cannon;1998;Drama;111;24000000;39989008;4,6;Cate Blanchett
1883;Return to Me ;Bonnie Hunt;2000;Comédia;113;24000000;32662299;6,9;Leonardo DiCaprio
1884;Zack and Miri Make a Porno ;Kevin Smith;2008;Ação;79;24000000;31452765;6,6;Natalie Portman
1885;Nurse Betty ;Neil LaBute;2000;Drama;123;24000000;25167270;6,3;Tom Hanks
1886;The Men Who Stare at Goats ;Grant Heslov;2009;Aventura;115;25000000;32416109;6,2;Denzel Washington
1887;Double Take ;George Gallo;2001;Ação;112;24000000;20218;5,3;Tom Hanks
1888;Girl, Interrupted ;James Mangold;1999;Comédia;81;24000000;28871190;7,3;Meryl Streep
1889;Win a Date with Tad Hamilton! ;Robert Luketic;2004;Ação;125;24000000;16964743;5,6;Denzel Washington
1890;Muppets from Space ;Tim Hill;1999;Ficção científica;99;24000000;16290976;6,2;Meryl Streep
1891;The Wiz ;Sidney Lumet;1978;Ficção científica;104;24000000;13000000;5,2;Denzel Washington
1892;Ready to Rumble ;Brian Robbins;2000;Família;90;24000000;12372410;5,3;Cate Blanchett
1893;Play It to the Bone ;Ron Shelton;1999;Ação;125;24000000;8427204;5,4;Viola Davis
1894;I Don't Know How She Does It ;Douglas McGrath;2011;Crime;81;24000000;9639242;4,9;Robert De Niro
1895;Piranha 3D ;Alexandre Aja;2010;História;104;24000000;25003072;5,5;Cate Blanchett
1896;Beyond the Sea ;Kevin Spacey;2004;Ficção científica;85;23000000;6144806;6,7;Tom Hanks
1897;Meet the Deedles ;Steve Boyum;1998;Comédia;73;24000000;4308981;3,9;Natalie Portman
1898;The Princess and the Cobbler ;Richard Williams;1993;Documentário;99;28000000;669276;7,2;Cate Blanchett
1899;The Bridge of San Luis Rey ;Mary McGuckian;2004;Drama;56;24000000;42880;5,1;Meryl Streep
1900;Faster ;George Tillman Jr.;2010;Ficção científica;89;24000000;23225911;6,5;Meryl Streep
1901;Howl's Moving Castle ;Hayao Miyazaki;2004;Comédia;101;24000000;4710455;8,2;Viola Davis
1902;Zombieland ;Ruben Fleischer;2009;Ação;98;23600000;75590286;7,7;Natalie Portman
1903;King Kong ;Peter Jackson;2005;Drama;106;207000000;218051260;7,2;Viola Davis
1904;The Waterboy ;Frank Coraci;1998;Biografia;81;20000000;161487252;6,1;Natalie Portman
1905;Star Wars: Episode V - The Empire Strikes Back ;Irvin Kershner;1980;Ficção científica;100;18000000;290158751;8,8;Robert De Niro
1906;Bad Boys ;Michael Bay;1995;Ficção científica;60;19000000;65807024;6,8;Denzel Washington
1907;The Naked Gun 2½: The Smell of Fear ;David Zucker;1991;Ficção científica;122;23000000;86930411;6,8;Meryl Streep
1908;Final Destination ;James Wong;2000;Crime;135;23000000;53302314;6,7;Cate Blanchett
1909;The Ides of March ;George Clooney;2011;Romance;97;12500000;40962534;7,1;Leonardo DiCaprio
1910;Pitch Black ;David Twohy;2000;Romance;124;23000000;39235088;7,1;Tom Hanks
1911;Someone Like You... ;Tony Goldwyn;2001;Drama;105;23000000;27338033;6,1;Viola Davis
1912;Her ;Spike Jonze;2013;Ficção científica;84;23000000;25556065;8,0;Leonardo DiCaprio
1913;Eddie the Eagle ;Dexter Fletcher;2016;Ficção científica;101;23000000;15785632;7,5;Leonardo DiCaprio
1914;Joy Ride ;John Dahl;2001;Romance;91;23000000;21973182;6,6;Natalie Portman
1915;The Adventurer: The Curse of the Midas Box ;Jonathan Newman;2013;Romance;57;25000000;4756;5,4;Leonardo DiCaprio
1916;Anywhere But Here ;Wayne Wang;1999;Drama;110;23000000;18653615;6,1;Cate Blanchett
1917;Chasing Liberty ;Andy Cadiff;2004;Drama;116;23000000;12189514;6,1;Cate Blanchett
1918;The Crew ;Michael Dinner;2000;Thriller;81;23000000;13019253;5,6;Viola Davis
1919;Haywire ;Steven Soderbergh;2011;Documentário;92;23000000;18934858;5,8;Denzel Washington
1920;Jaws: The Revenge ;Joseph Sargent;1987;Drama;76;23000000;20763013;2,8;Natalie Portman
1921;Marvin's Room ;Jerry Zaks;1996;Aventura;71;23000000;12782508;6,7;Tom Hanks
1922;The Longshots ;Fred Durst;2008;Terror;77;23000000;11508423;5,1;Tom Hanks
1923;The End of the Affair ;Neil Jordan;1999;Guerra;103;23000000;10660147;7,2;Denzel Washington
1924;Harley Davidson and the Marlboro Man ;Simon Wincer;1991;Terror;101;23000000;7434726;6,0;Viola Davis
1925;Coco Before Chanel ;Anne Fontaine;2009;Ficção científica;86;19430000;6109075;6,7;Leonardo DiCaprio
1926;Chéri ;Stephen Frears;2009;Comédia;93;23000000;2708188;6,2;Meryl Streep
1927;Vanity Fair ;Mira Nair;2004;Terror;103;23000000;16123851;6,2;Natalie Portman
1928;1408 ;Mikael Håfström;2007;Drama;116;25000000;71975611;6,8;Cate Blanchett
1929;Spaceballs ;Mel Brooks;1987;Ficção científica;100;22700000;38119483;7,1;Viola Davis
1930;The Water Diviner ;Russell Crowe;2014;Musical;95;22500000;4190530;7,1;Robert De Niro
1931;Ghost ;Jerry Zucker;1990;Terror;81;22000000;217631306;7,0;Tom Hanks
1932;There's Something About Mary ;Bobby Farrelly;1998;Comédia;117;23000000;176483808;7,1;Meryl Streep
1933;The Santa Clause ;John Pasquin;1994;Drama;87;22000000;144833357;6,4;Natalie Portman
1934;The Rookie ;John Lee Hancock;2002;Drama;71;20000000;75597042;7,0;Meryl Streep
1935;The Game Plan ;Andy Fickman;2007;Drama;141;22000000;90636983;6,2;Meryl Streep
1936;The Bridges of Madison County ;Clint Eastwood;1995;Drama;82;35000000;70960517;7,5;Denzel Washington
1937;The Animal ;Luke Greenfield;2001;Terror;108;22000000;55762229;4,8;Tom Hanks
1938;The Hundred-Foot Journey ;Lasse Hallström;2014;Aventura;129;22000000;54235441;7,3;Meryl Streep
1939;The Net ;Irwin Winkler;1995;Ação;116;22000000;50728000;5,8;Robert De Niro
1940;I Am Sam ;Jessie Nelson;2001;Crime;93;22000000;40270895;7,6;Meryl Streep
1941;Son of God ;Christopher Spencer;2014;Terror;145;22000000;59696176;5,6;Viola Davis
1942;Underworld ;Len Wiseman;2003;Ação;90;22000000;51483949;7,0;Robert De Niro
1943;Derailed ;Mikael Håfström;2005;Drama;68;22000000;36020063;6,6;Denzel Washington
1944;The Informant! ;Steven Soderbergh;2009;Romance;121;21000000;33313582;6,5;Robert De Niro
1945;Shadowlands ;Richard Attenborough;1993;Drama;122;22000000;25842000;7,4;Natalie Portman
1946;Deuce Bigalow: European Gigolo ;Mike Bigelow;2005;Documentário;127;22000000;22264487;4,6;Meryl Streep
1947;Delivery Man ;Ken Scott;2013;Drama;83;26000000;30659817;6,4;Tom Hanks
1948;Victor Frankenstein ;Paul McGuigan;2015;Romance;95;40000000;5773519;6,0;Tom Hanks
1949;Saving Silverman ;Dennis Dugan;2001;Documentário;169;22000000;19351569;5,9;Natalie Portman
1950;Diary of a Wimpy Kid: Dog Days ;David Bowers;2012;Ação;99;22000000;49002815;6,4;Leonardo DiCaprio
1951;Summer of Sam ;Spike Lee;1999;Drama;130;22000000;19283782;6,6;Tom Hanks
1952;Jay and Silent Bob Strike Back ;Kevin Smith;2001;Crime;102;22000000;30059386;6,9;Meryl Streep
1953;The Island ;Michael Bay;2005;Ação;93;126000000;35799026;6,9;Tom Hanks
1954;The Glass House ;Daniel Sackheim;2001;Ação;50;30000000;17951431;5,8;Tom Hanks
1955;Hail, Caesar! ;Ethan Coen;2016;Ficção científica;77;22000000;29997095;6,4;Cate Blanchett
1956;Josie and the Pussycats ;Harry Elfont;2001;Terror;63;22000000;14252830;5,3;Leonardo DiCaprio
1957;Homefront ;Gary Fleder;2013;Comédia;76;22000000;19783777;6,5;Denzel Washington
1958;The Little Vampire ;Uli Edel;2000;Aventura;120;22000000;13555988;5,7;Robert De Niro
1959;I Heart Huckabees ;David O. Russell;2004;Ficção científica;123;22000000;12784713;6,7;Robert De Niro
1960;RoboCop 3 ;Fred Dekker;1993;Drama;104;23500000;10696210;3,9;Robert De Niro
1961;Megiddo: The Omega Code 2 ;Brian Trenchard-Smith;2001;Guerra;87;22000000;5974653;4,1;Tom Hanks
1962;Darling Lili ;Blake Edwards;1970;Ação;117;25000000;5000000;6,2;Viola Davis
1963;Dudley Do-Right ;Hugh Wilson;1999;Drama;80;22000000;9694105;3,8;Natalie Portman
1964;The Transporter Refueled ;Camille Delamarre;2015;Ação;101;25000000;16027866;5,1;Viola Davis
1965;Black Book ;Paul Verhoeven;2006;Comédia;100;21000000;4398392;7,8;Meryl Streep
1966;Joyeux Noel ;Christian Carion;2005;Comédia;148;22000000;1050445;7,8;Cate Blanchett
1967;Hit and Run ;David Palmer;2012;Ação;128;2000000;13746550;6,1;Denzel Washington
1968;Mad Money ;Callie Khouri;2008;Drama;84;22000000;20668843;5,8;Viola Davis
1969;Before I Go to Sleep ;Rowan Joffe;2014;Animação;121;22000000;2963012;6,3;Leonardo DiCaprio
1970;Stone ;John Curran;2010;Ficção científica;86;22000000;1796024;5,4;Tom Hanks
1971;Molière ;Laurent Tirard;2007;Ação;98;16000000;634277;7,3;Meryl Streep
1972;Out of the Furnace ;Scott Cooper;2013;Biografia;120;22000000;11326836;6,8;Robert De Niro
1973;Michael Clayton ;Tony Gilroy;2007;Terror;45;25000000;49024969;7,3;Viola Davis
1974;My Fellow Americans ;Peter Segal;1996;Ficção científica;113;21500000;22294341;6,5;Leonardo DiCaprio
1975;Arlington Road ;Mark Pellington;1999;Aventura;92;21500000;24362501;7,2;Denzel Washington
1976;To Rome with Love ;Woody Allen;2012;Romance;88;17000000;16684352;6,3;Cate Blanchett
1977;Firefox ;Clint Eastwood;1982;Drama;60;21000000;46700000;5,9;Tom Hanks
1978;South Park: Bigger Longer & Uncut ;Trey Parker;1999;Ação;108;21000000;52008288;7,8;Denzel Washington
1979;Death at a Funeral ;Frank Oz;2007;Fantasia;82;9000000;8579684;7,4;Robert De Niro
1980;Teenage Mutant Ninja Turtles III ;Stuart Gillard;1993;Ação;147;17000000;42660000;4,8;Robert De Niro
1981;Hardball ;Brian Robbins;2001;Crime;112;21000000;40219708;6,3;Cate Blanchett
1982;Silver Linings Playbook ;David O. Russell;2012;Terror;81;21000000;132088910;7,8;Robert De Niro
1983;Freedom Writers ;Richard LaGravenese;2007;Drama;116;21000000;36581633;7,5;Leonardo DiCaprio
1984;The Transporter ;Louis Leterrier;2002;Ação;107;21000000;25296447;6,8;Tom Hanks
1985;Never Back Down ;Jeff Wadlow;2008;Thriller;133;20000000;24848292;6,6;Robert De Niro
1986;The Rage: Carrie 2 ;Katt Shea;1999;Drama;136;21000000;17757087;4,6;Viola Davis
1987;Away We Go ;Sam Mendes;2009;Comédia;79;17000000;9430988;7,1;Viola Davis
1988;Swing Vote ;Joshua Michael Stern;2008;Terror;114;21000000;16284360;6,1;Natalie Portman
1989;Moonlight Mile ;Brad Silberling;2002;Romance;83;21000000;6830957;6,7;Robert De Niro
1990;Tinker Tailor Soldier Spy ;Tomas Alfredson;2011;Ação;109;20000000;24104113;7,1;Denzel Washington
1991;Molly ;John Duigan;1999;Terror;130;21000000;15593;5,8;Tom Hanks
1992;The Beaver ;Jodie Foster;2011;Drama;135;21000000;958319;6,7;Tom Hanks
1993;The Best Little Whorehouse in Texas ;Colin Higgins;1982;Biografia;79;35000000;69700000;5,8;Meryl Streep
1994;eXistenZ ;David Cronenberg;1999;Drama;90;31000000;2840417;6,8;Tom Hanks
1995;Raiders of the Lost Ark ;Steven Spielberg;1981;Drama;58;18000000;242374454;8,5;Viola Davis
1996;Home Alone 2: Lost in New York ;Chris Columbus;1992;Mistério;122;18000000;173585516;6,6;Tom Hanks
