codigo,ator_principal,orcamento_elenco
1848,Leonardo DiCaprio,8538669
1849,Leonardo DiCaprio,11618227
1850,Leonardo DiCaprio,6887477
1851,Leonardo DiCaprio,32436932
1852,Leonardo DiCaprio,44632438
1853,Meryl Streep,5904554
1854,Viola Davis,29920345
1855,Tom Hanks,32253615
1856,Cate Blanchett,11214325
1857,Viola Davis,23174744
1858,Robert De Niro,13191923
1859,Viola Davis,39602613
1860,Tom Hanks,31470583
1861,Leonardo DiCaprio,47478670
1862,Viola Davis,30017682
1863,Robert De Niro,27941931
1864,Leonardo DiCaprio,20717509
1865,Robert De Niro,42855110
1866,Cate Blanchett,2266455
1867,Robert De Niro,16114925
1868,Tom Hanks,29665527
1869,Meryl Streep,18371327
1870,Meryl Streep,40216841
1871,Viola Davis,22919048
1872,Leonardo DiCaprio,31719305
1873,Viola Davis,45654363
1874,Meryl Streep,39549909
1875,Tom Hanks,48976426
1876,Leonardo DiCaprio,11241133
1877,Meryl Streep,10951157
1878,Meryl Streep,21701854
1879,Meryl Streep,7771049
1880,Robert De Niro,36797347
1881,Leonardo DiCaprio,3647618
1882,Meryl Streep,37243903
1883,Tom Hanks,5648421
1884,Tom Hanks,22161857
1885,Meryl Streep,45168842
1886,Meryl Streep,14535953
1887,Tom Hanks,11958133
1888,Cate Blanchett,19191732
1889,Meryl Streep,15578448
1890,Tom Hanks,2831833
1891,Meryl Streep,30503804
1892,Robert De Niro,26173470
1893,Robert De Niro,30793145
1894,Viola Davis,14997858
1895,Cate Blanchett,4302715
1896,Cate Blanchett,30430381
1897,Cate Blanchett,14330352
1898,Meryl Streep,26535250
1899,Leonardo DiCaprio,9365074
1900,Robert De Niro,12750546
1901,Leonardo DiCaprio,39809293
1902,Viola Davis,35661472
1903,Robert De Niro,11930892
1904,Meryl Streep,9077110
1905,Cate Blanchett,41590689
1906,Tom Hanks,22265428
1907,Cate Blanchett,13816527
1908,Meryl Streep,7092879
1909,Leonardo DiCaprio,25149693
1910,Cate Blanchett,18131855
1911,Leonardo DiCaprio,8515679
1912,Cate Blanchett,2083503
1913,Robert De Niro,26503323
1914,Cate Blanchett,27864238
1915,Robert De Niro,24802245
1916,Tom Hanks,21802521
1917,Robert De Niro,30135238
1918,Viola Davis,21179262
1919,Meryl Streep,48057670
1920,Robert De Niro,44649795
1921,Viola Davis,27151398
1922,Cate Blanchett,2063677
1923,Tom Hanks,49964580
1924,Viola Davis,22694345
1925,Robert De Niro,10444620
1926,Meryl Streep,12902319
1927,Leonardo DiCaprio,1622364
1928,Meryl Streep,35804134
1929,Meryl Streep,10410029
1930,Viola Davis,32528596
1931,Robert De Niro,5105818
1932,Leonardo DiCaprio,15081157
1933,Viola Davis,45355750
1934,Tom Hanks,25944635
1935,Leonardo DiCaprio,28841881
1936,Meryl Streep,29134663
1937,Meryl Streep,12719722
1938,Leonardo DiCaprio,11158973
1939,Viola Davis,45873537
1940,Meryl Streep,25499299
1941,Robert De Niro,11896715
1942,Robert De Niro,34390377
1943,Meryl Streep,21539662
1944,Cate Blanchett,42964010
1945,Tom Hanks,18796018
1946,Leonardo DiCaprio,22546826
1947,Robert De Niro,2733424
1948,Tom Hanks,2912393
1949,Cate Blanchett,3296651
1950,Viola Davis,10686547
1951,Cate Blanchett,4120525
1952,Leonardo DiCaprio,26302509
1953,Leonardo DiCaprio,49487678
1954,Leonardo DiCaprio,12391074
1955,Meryl Streep,7718620
1956,Robert De Niro,24398606
1957,Meryl Streep,7182330
1958,Cate Blanchett,5451044
1959,Robert De Niro,32922973
1960,Cate Blanchett,28855335
1961,Leonardo DiCaprio,30555806
1962,Meryl Streep,41484837
1963,Viola Davis,1048427
1964,Tom Hanks,32960158
1965,Cate Blanchett,18237691
1966,Meryl Streep,22667872
1967,Viola Davis,37237853
1968,Tom Hanks,42178641
1969,Viola Davis,49071105
1970,Robert De Niro,33063933
1971,Cate Blanchett,39335236
1972,Meryl Streep,9444508
1973,Meryl Streep,35543216
1974,Meryl Streep,10569424
1975,Meryl Streep,45238829
1976,Robert De Niro,7361194
1977,Viola Davis,28101145
1978,Tom Hanks,42272928
1979,Robert De Niro,17762371
1980,Meryl Streep,17822226
1981,Meryl Streep,49991502
1982,Viola Davis,21207025
1983,Tom Hanks,48678194
1984,Cate Blanchett,45852636
1985,Leonardo DiCaprio,35891034
1986,Leonardo DiCaprio,39733028
1987,Tom Hanks,9838713
1988,Tom Hanks,29321346
1989,Tom Hanks,45372503
1990,Meryl Streep,39880765
1991,Viola Davis,3296821
1992,Viola Davis,26838926
1993,Viola Davis,4222462
1994,Meryl Streep,13225387
1995,Robert De Niro,10593511
1996,Viola Davis,3289354
1997,Meryl Streep,11863932
1998,Cate Blanchett,22644781
1999,Robert De Niro,39392090
2000,Cate Blanchett,33470278
2001,Tom Hanks,13599572
2002,Viola Davis,39735335
2003,Cate Blanchett,31340193
2004,Meryl Streep,31413307
2005,Leonardo DiCaprio,18636520
2006,Leonardo DiCaprio,30518706
2007,Robert De Niro,19743854
2008,Viola Davis,35526900
2009,Tom Hanks,23632772
2010,Meryl Streep,18131847
2011,Tom Hanks,33705850
2012,Leonardo DiCaprio,31622848
2013,Viola Davis,7476234
2014,Viola Davis,23976398
2015,Leonardo DiCaprio,18640460
2016,Robert De Niro,25523071
2017,Cate Blanchett,44103533
2018,Robert De Niro,37461506
2019,Meryl Streep,7347392
2020,Meryl Streep,31697838
2021,Robert De Niro,9071702
2022,Leonardo DiCaprio,48828175
2023,Tom Hanks,9475799
2024,Tom Hanks,21604461
2025,Cate Blanchett,30270477
2026,Leonardo DiCaprio,6567837
2027,Leonardo DiCaprio,13254909
2028,Cate Blanchett,35286228
2029,Meryl Streep,10509891
2030,Viola Davis,15888577
2031,Robert De Niro,14332995
2032,Viola Davis,24752276
2033,Leonardo DiCaprio,41328152
2034,Meryl Streep,38774438
2035,Leonardo DiCaprio,36235188
2036,Robert De Niro,36779510
2037,Tom Hanks,37202360
2038,Meryl Streep,47553066
2039,Leonardo DiCaprio,12190635
2040,Tom Hanks,11653518
2041,Robert De Niro,46660663
2042,Meryl Streep,43607910
2043,Viola Davis,42485643
2044,Meryl Streep,49055715
2045,Meryl Streep,37293920
2046,Leonardo DiCaprio,29455214
2047,Meryl Streep,19684542
2048,Robert De Niro,27902121
2049,Tom Hanks,27157182
2050,Leonardo DiCaprio,29270557
2051,Cate Blanchett,32407226
2052,Tom Hanks,10134850
2053,Viola Davis,21132203
2054,Robert De Niro,6024473
2055,Tom Hanks,48535963
2056,Leonardo DiCaprio,45836785
2057,Tom Hanks,15009297
2058,Viola Davis,42145603
2059,Leonardo DiCaprio,5483865
2060,Robert De Niro,28539835
2061,Meryl Streep,10649688
2062,Cate Blanchett,11754393
2063,Meryl Streep,27255555
2064,Meryl Streep,44358005
2065,Cate Blanchett,27239543
2066,Leonardo DiCaprio,13976928
2067,Meryl Streep,24515438
2068,Robert De Niro,16187075
2069,Tom Hanks,10424791
2070,Cate Blanchett,9286026
2071,Viola Davis,40321078
2072,Viola Davis,11190226
2073,Meryl Streep,30754819
2074,Meryl Streep,46113133
2075,Tom Hanks,22976102
2076,Robert De Niro,43732012
2077,Robert De Niro,35938235
2078,Tom Hanks,36181215
2079,Robert De Niro,43180990
2080,Leonardo DiCaprio,32615612
2081,Meryl Streep,45320132
2082,Cate Blanchett,21053619
2083,Robert De Niro,37323308
2084,Viola Davis,41938802
2085,Cate Blanchett,11313062
2086,Robert De Niro,49318839
2087,Tom Hanks,19260508
2088,Robert De Niro,26602146
2089,Tom Hanks,8572401
2090,Viola Davis,32308008
2091,Cate Blanchett,40257247
2092,Meryl Streep,48631232
2093,Viola Davis,33702425
2094,Tom Hanks,16074893
2095,Leonardo DiCaprio,7915579
2096,Robert De Niro,41487855
2097,Leonardo DiCaprio,25330277
2098,Meryl Streep,45621395
2099,Cate Blanchett,48083514
2100,Cate Blanchett,29298071
2101,Robert De Niro,43819475
2102,Robert De Niro,19804142
2103,Viola Davis,19513029
2104,Tom Hanks,43967485
2105,Leonardo DiCaprio,23067385
2106,Cate Blanchett,45760168
2107,Tom Hanks,24935134
2108,Robert De Niro,1867456
2109,Robert De Niro,48855036
2110,Cate Blanchett,17290288
2111,Leonardo DiCaprio,34217282
2112,Meryl Streep,40667005
2113,Cate Blanchett,45669571
2114,Tom Hanks,7977003
2115,Viola Davis,33739862
2116,Leonardo DiCaprio,41710962
2117,Leonardo DiCaprio,26221010
2118,Leonardo DiCaprio,35827271
2119,Viola Davis,26674994
2120,Robert De Niro,41376874
2121,Robert De Niro,40617250
2122,Viola Davis,7615372
2123,Leonardo DiCaprio,7369541
2124,Robert De Niro,17013135
2125,Tom Hanks,39931332
2126,Viola Davis,48600672
2127,Leonardo DiCaprio,29308486
2128,Cate Blanchett,49203558
2129,Viola Davis,3675289
2130,Tom Hanks,44425372
2131,Cate Blanchett,31919937
2132,Leonardo DiCaprio,36082191
2133,Robert De Niro,27755816
2134,Viola Davis,29977429
2135,Viola Davis,2720709
2136,Meryl Streep,39046028
2137,Meryl Streep,2620304
2138,Viola Davis,23076282
2139,Robert De Niro,20614366
2140,Cate Blanchett,2904185
2141,Viola Davis,31643462
2142,Tom Hanks,25064495
2143,Viola Davis,24088786
2144,Tom Hanks,17690047
2145,Tom Hanks,30931022
2146,Robert De Niro,22777658
2147,Cate Blanchett,47916103
2148,Viola Davis,18661287
2149,Meryl Streep,15051322
2150,Leonardo DiCaprio,37727185
2151,Viola Davis,22601078
2152,Viola Davis,27932187
2153,Tom Hanks,12546617
2154,Cate Blanchett,6963928
2155,Tom Hanks,24609213
2156,Leonardo DiCaprio,37120323
2157,Viola Davis,16272026
2158,Tom Hanks,21524250
2159,Robert De Niro,49448618
2160,Robert De Niro,43912879
2161,Cate Blanchett,21999997
2162,Leonardo DiCaprio,34366036
2163,Viola Davis,13495143
2164,Cate Blanchett,14565997
2165,Tom Hanks,48472547
2166,Cate Blanchett,24527958
2167,Tom Hanks,30378186
2168,Tom Hanks,11684896
2169,Meryl Streep,22660042
2170,Robert De Niro,8481336
2171,Meryl Streep,40047080
2172,Tom Hanks,34965089
2173,Viola Davis,44104542
2174,Leonardo DiCaprio,20877893
2175,Leonardo DiCaprio,37121638
2176,Meryl Streep,27707397
2177,Leonardo DiCaprio,47683347
2178,Robert De Niro,14329136
2179,Robert De Niro,7076185
2180,Viola Davis,41129045
2181,Viola Davis,28154735
2182,Tom Hanks,10782153
2183,Viola Davis,23828016
2184,Leonardo DiCaprio,24743092
2185,Cate Blanchett,9927645
2186,Cate Blanchett,7954224
2187,Viola Davis,20724117
2188,Leonardo DiCaprio,39259218
2189,Robert De Niro,22732285
2190,Meryl Streep,30698091
2191,Robert De Niro,17502310
2192,Leonardo DiCaprio,11402666
2193,Viola Davis,19373621
2194,Robert De Niro,34184858
2195,Meryl Streep,47645968
2196,Meryl Streep,17465276
2197,Meryl Streep,30551784
2198,Viola Davis,15493373
2199,Meryl Streep,1833381
2200,Tom Hanks,17353101
2201,Robert De Niro,42085423
2202,Cate Blanchett,30457428
2203,Cate Blanchett,38334160
2204,Leonardo DiCaprio,39123586
2205,Meryl Streep,28670566
2206,Meryl Streep,35800736
2207,Leonardo DiCaprio,27817831
2208,Viola Davis,39618256
2209,Cate Blanchett,18548449
2210,Viola Davis,25425540
2211,Tom Hanks,29945039
2212,Tom Hanks,25462155
2213,Meryl Streep,22485219
2214,Leonardo DiCaprio,24962842
2215,Robert De Niro,47519801
2216,Meryl Streep,22586408
2217,Viola Davis,17568866
2218,Leonardo DiCaprio,39853245
2219,Meryl Streep,7484152
2220,Leonardo DiCaprio,48536826
2221,Cate Blanchett,36927395
2222,Tom Hanks,8033520
2223,Leonardo DiCaprio,16289038
2224,Viola Davis,24376888
2225,Viola Davis,48120118
2226,Viola Davis,38183197
2227,Meryl Streep,32224844
2228,Tom Hanks,39537879
2229,Robert De Niro,31886107
2230,Leonardo DiCaprio,30385022
2231,Cate Blanchett,40665561
2232,Cate Blanchett,5339108
2233,Meryl Streep,2484124
2234,Leonardo DiCaprio,31096196
2235,Leonardo DiCaprio,44639389
2236,Robert De Niro,24327249
2237,Cate Blanchett,48399595
2238,Meryl Streep,5279990
2239,Viola Davis,24784205
2240,Robert De Niro,49242468
2241,Tom Hanks,39235518
2242,Tom Hanks,49839180
2243,Robert De Niro,48889703
2244,Leonardo DiCaprio,33937689
2245,Cate Blanchett,48259257
2246,Meryl Streep,27591620
2247,Meryl Streep,45412701
2248,Cate Blanchett,21792022
2249,Leonardo DiCaprio,47788700
2250,Viola Davis,21445458
2251,Tom Hanks,16607129
2252,Leonardo DiCaprio,35088278
2253,Cate Blanchett,10679317
2254,Leonardo DiCaprio,46722727
2255,Leonardo DiCaprio,22102958
2256,Robert De Niro,41909190
2257,Robert De Niro,48789142
2258,Tom Hanks,40422946
2259,Robert De Niro,5765628
2260,Leonardo DiCaprio,5270052
2261,Leonardo DiCaprio,28763704
2262,Viola Davis,11818433
2263,Viola Davis,14060657
2264,Meryl Streep,41367690
2265,Meryl Streep,13162682
2266,Robert De Niro,44580966
2267,Cate Blanchett,49900022
2268,Robert De Niro,23266057
2269,Robert De Niro,7319066
2270,Cate Blanchett,39520681
2271,Viola Davis,46993265
2272,Cate Blanchett,28351840
2273,Cate Blanchett,47735623
2274,Cate Blanchett,10295215
2275,Tom Hanks,13280224
2276,Robert De Niro,21883968
2277,Tom Hanks,12905847
2278,Viola Davis,29881030
2279,Tom Hanks,34533079
2280,Robert De Niro,13386040
2281,Tom Hanks,27939360
2282,Meryl Streep,16209566
2283,Tom Hanks,44434552
2284,Viola Davis,6473962
2285,Tom Hanks,31314918
2286,Robert De Niro,36156137
2287,Tom Hanks,2369071
2288,Leonardo DiCaprio,5086989
2289,Leonardo DiCaprio,4969234
2290,Viola Davis,26041470
2291,Robert De Niro,12308723
2292,Robert De Niro,36508707
2293,Robert De Niro,1312796
2294,Tom Hanks,26820371
2295,Tom Hanks,2855798
2296,Leonardo DiCaprio,38806765
2297,Tom Hanks,5656632
2298,Meryl Streep,13648819
2299,Viola Davis,42666041
2300,Cate Blanchett,13199499
2301,Leonardo DiCaprio,15654821
2302,Tom Hanks,7507263
2303,Viola Davis,11379806
2304,Leonardo DiCaprio,26110009
2305,Leonardo DiCaprio,12873456
2306,Cate Blanchett,48403524
2307,Meryl Streep,35046254
2308,Meryl Streep,30870588
2309,Robert De Niro,42747257
2310,Robert De Niro,37077043
2311,Robert De Niro,21915507
2312,Tom Hanks,8232652
2313,Tom Hanks,46837505
2314,Meryl Streep,40601365
2315,Leonardo DiCaprio,12233037
2316,Robert De Niro,34396796
2317,Meryl Streep,41500425
2318,Meryl Streep,42150592
2319,Tom Hanks,31512191
2320,Viola Davis,37774344
2321,Cate Blanchett,31060447
2322,Robert De Niro,45876038
2323,Leonardo DiCaprio,5393186
2324,Tom Hanks,17523690
2325,Tom Hanks,10487943
2326,Meryl Streep,33934893
2327,Meryl Streep,28131086
2328,Robert De Niro,25046542
2329,Robert De Niro,33240668
2330,Viola Davis,48488744
2331,Leonardo DiCaprio,7629038
2332,Leonardo DiCaprio,7103784
2333,Viola Davis,44943161
2334,Tom Hanks,36389019
2335,Leonardo DiCaprio,39593421
2336,Viola Davis,36696928
2337,Leonardo DiCaprio,27453301
2338,Leonardo DiCaprio,44164321
2339,Meryl Streep,19962385
2340,Tom Hanks,10091618
2341,Cate Blanchett,14290341
2342,Tom Hanks,43032917
2343,Cate Blanchett,28127958
2344,Cate Blanchett,26304534
2345,Robert De Niro,33914572
2346,Robert De Niro,33966518
2347,Robert De Niro,22576472
2348,Leonardo DiCaprio,33487702
2349,Leonardo DiCaprio,27092507
2350,Tom Hanks,34394350
2351,Tom Hanks,46905979
2352,Viola Davis,4698741
2353,Leonardo DiCaprio,3793912
2354,Meryl Streep,6985271
2355,Tom Hanks,40424434
2356,Viola Davis,39337610
2357,Leonardo DiCaprio,12633909
2358,Viola Davis,22048938
2359,Viola Davis,4218274
2360,Leonardo DiCaprio,2876572
2361,Robert De Niro,21330356
2362,Cate Blanchett,13632506
2363,Tom Hanks,37088709
2364,Robert De Niro,46913560
2365,Cate Blanchett,35116457
2366,Leonardo DiCaprio,12964847
2367,Leonardo DiCaprio,25885572
2368,Viola Davis,47921384
2369,Robert De Niro,15394392
2370,Robert De Niro,31684437
2371,Meryl Streep,15869119
2372,Viola Davis,22495675
2373,Robert De Niro,48918049
2374,Meryl Streep,34237356
2375,Meryl Streep,39328914
2376,Viola Davis,42138877
2377,Robert De Niro,4035594
2378,Cate Blanchett,14826428
2379,Viola Davis,8806842
2380,Tom Hanks,1318014
2381,Meryl Streep,45264616
2382,Tom Hanks,12882144
2383,Cate Blanchett,16325773
2384,Tom Hanks,27974994
2385,Robert De Niro,11464217
2386,Meryl Streep,41181542
2387,Meryl Streep,42725858
2388,Viola Davis,18326521
2389,Cate Blanchett,46660583
2390,Leonardo DiCaprio,48658864
2391,Viola Davis,21786249
2392,Meryl Streep,44844660
2393,Viola Davis,19294878
2394,Cate Blanchett,47323991
2395,Robert De Niro,28909728
2396,Cate Blanchett,26308884
2397,Tom Hanks,13716895
2398,Cate Blanchett,18007096
2399,Leonardo DiCaprio,1699925
2400,Viola Davis,47474441
2401,Cate Blanchett,3805106
2402,Viola Davis,31140483
2403,Meryl Streep,45490695
2404,Viola Davis,15963571
2405,Robert De Niro,43788414
2406,Robert De Niro,8736202
2407,Meryl Streep,33785150
2408,Robert De Niro,13304984
2409,Leonardo DiCaprio,22970003
2410,Meryl Streep,18213367
2411,Viola Davis,48984406
2412,Viola Davis,27723054
2413,Tom Hanks,36987805
2414,Tom Hanks,20106217
2415,Leonardo DiCaprio,18548913
2416,Robert De Niro,9012845
2417,Cate Blanchett,14564453
2418,Robert De Niro,38228641
2419,Cate Blanchett,14474666
2420,Meryl Streep,35777528
2421,Robert De Niro,32471170
2422,Cate Blanchett,8337944
2423,Robert De Niro,16344111
2424,Robert De Niro,27042524
2425,Meryl Streep,6610839
2426,Viola Davis,5523162
2427,Meryl Streep,30256017
2428,Leonardo DiCaprio,25890805
2429,Cate Blanchett,10580374
2430,Cate Blanchett,41064090
2431,Robert De Niro,45484906
2432,Leonardo DiCaprio,13681523
2433,Meryl Streep,49647897
2434,Tom Hanks,3936542
2435,Leonardo DiCaprio,1953693
2436,Meryl Streep,23907442
2437,Tom Hanks,12779552
2438,Tom Hanks,32006672
2439,Meryl Streep,44227179
2440,Robert De Niro,27260494
2441,Cate Blanchett,11274200
2442,Tom Hanks,34929879
2443,Robert De Niro,16115305
2444,Meryl Streep,43091594
2445,Meryl Streep,23541104
2446,Viola Davis,49397643
2447,Cate Blanchett,2698503
2448,Cate Blanchett,5656206
2449,Meryl Streep,41376722
2450,Leonardo DiCaprio,20314369
2451,Leonardo DiCaprio,11811103
2452,Meryl Streep,37716826
2453,Tom Hanks,4805953
2454,Robert De Niro,46953655
2455,Robert De Niro,28509545
2456,Leonardo DiCaprio,36854505
2457,Robert De Niro,42512618
2458,Viola Davis,12402818
2459,Viola Davis,22585986
2460,Tom Hanks,3578995
2461,Meryl Streep,7965403
2462,Viola Davis,16680789
2463,Robert De Niro,26582797
2464,Robert De Niro,38762940
2465,Robert De Niro,27006514
2466,Leonardo DiCaprio,9029044
2467,Meryl Streep,43163599
2468,Robert De Niro,38825156
2469,Leonardo DiCaprio,5960956
2470,Robert De Niro,44544433
2471,Cate Blanchett,39352170
2472,Viola Davis,26907695
2473,Tom Hanks,47010507
2474,Leonardo DiCaprio,26955503
2475,Cate Blanchett,16949699
2476,Viola Davis,33921081
2477,Leonardo DiCaprio,17780055
2478,Tom Hanks,43728050
2479,Cate Blanchett,33153808
2480,Meryl Streep,31482402
2481,Leonardo DiCaprio,25168260
2482,Meryl Streep,10691016
2483,Tom Hanks,43754601
2484,Viola Davis,12700642
2485,Cate Blanchett,18261134
2486,Meryl Streep,25701302
2487,Viola Davis,2405066
2488,Cate Blanchett,21123107
2489,Meryl Streep,3855810
2490,Cate Blanchett,28539561
2491,Viola Davis,37339350
2492,Meryl Streep,27993262
2493,Meryl Streep,43043697
2494,Tom Hanks,14965416
2495,Cate Blanchett,29262270
2496,Cate Blanchett,31909103
2497,Viola Davis,31354131
2498,Cate Blanchett,27067958
2499,Cate Blanchett,25398116
2500,Tom Hanks,22878226
2501,Viola Davis,27768589
2502,Meryl Streep,49540358
2503,Leonardo DiCaprio,14818727
2504,Meryl Streep,15559892
2505,Viola Davis,13815449
2506,Leonardo DiCaprio,14059514
2507,Viola Davis,45246617
2508,Leonardo DiCaprio,25388361
2509,Cate Blanchett,37789449
2510,Cate Blanchett,26153518
2511,Viola Davis,21595642
2512,Meryl Streep,27362345
2513,Meryl Streep,32556765
2514,Robert De Niro,37428617
2515,Viola Davis,31354668
2516,Tom Hanks,42848825
2517,Cate Blanchett,4414882
2518,Meryl Streep,15574578
2519,Tom Hanks,38023495
2520,Meryl Streep,45268460
2521,Cate Blanchett,35728894
2522,Cate Blanchett,13100750
2523,Cate Blanchett,2599566
2524,Viola Davis,14854845
2525,Cate Blanchett,39077093
2526,Viola Davis,12565594
2527,Tom Hanks,46676317
2528,Leonardo DiCaprio,11459297
2529,Viola Davis,27969474
2530,Leonardo DiCaprio,14274787
2531,Meryl Streep,28601186
2532,Tom Hanks,32445855
2533,Meryl Streep,9761403
2534,Cate Blanchett,22220802
2535,Leonardo DiCaprio,42092428
2536,Leonardo DiCaprio,43150112
2537,Robert De Niro,46378303
2538,Robert De Niro,5386171
2539,Robert De Niro,2440563
2540,Robert De Niro,4540174
2541,Tom Hanks,7036239
2542,Tom Hanks,24937487
2543,Meryl Streep,11106791
2544,Meryl Streep,21640125
2545,Robert De Niro,25356495
2546,Leonardo DiCaprio,22172848
2547,Leonardo DiCaprio,30971961
2548,Cate Blanchett,23724455
2549,Viola Davis,12758680
2550,Tom Hanks,21350124
2551,Robert De Niro,38707635
2552,Meryl Streep,11201681
2553,Meryl Streep,28862652
2554,Robert De Niro,36722395
2555,Leonardo DiCaprio,28493152
2556,Meryl Streep,38692637
2557,Leonardo DiCaprio,43190167
2558,Cate Blanchett,47966984
2559,Tom Hanks,47302680
2560,Meryl Streep,8607490
2561,Viola Davis,10841265
2562,Cate Blanchett,7514185
2563,Robert De Niro,10099877
2564,Cate Blanchett,32729949
2565,Cate Blanchett,33002878
2566,Meryl Streep,2339098
2567,Leonardo DiCaprio,47179051
2568,Tom Hanks,30590748
2569,Leonardo DiCaprio,39380247
2570,Meryl Streep,31020037
2571,Robert De Niro,34001926
2572,Viola Davis,39036163
2573,Tom Hanks,23802024
2574,Robert De Niro,25828143
2575,Robert De Niro,12894071
2576,Meryl Streep,42878018
2577,Tom Hanks,46457743
2578,Cate Blanchett,11031835
2579,Robert De Niro,45889378
2580,Meryl Streep,43561969
2581,Tom Hanks,20619240
2582,Viola Davis,6574914
2583,Tom Hanks,41454065
2584,Cate Blanchett,2070757
2585,Leonardo DiCaprio,40615888
2586,Cate Blanchett,12345435
2587,Tom Hanks,17959468
2588,Meryl Streep,35455220
2589,Tom Hanks,35925573
2590,Robert De Niro,33857107
2591,Tom Hanks,12199256
2592,Robert De Niro,44580839
2593,Meryl Streep,48010758
2594,Tom Hanks,18657240
2595,Cate Blanchett,30054760
2596,Tom Hanks,3714938
2597,Tom Hanks,45069947
2598,Cate Blanchett,45252291
2599,Robert De Niro,23341806
2600,Leonardo DiCaprio,3105460
2601,Meryl Streep,42887316
2602,Robert De Niro,39497174
2603,Robert De Niro,21314555
2604,Cate Blanchett,14397774
2605,Cate Blanchett,26502504
2606,Cate Blanchett,3414788
2607,Viola Davis,46090708
2608,Tom Hanks,47765220
2609,Cate Blanchett,23524077
2610,Tom Hanks,35398944
2611,Cate Blanchett,28326396
2612,Viola Davis,23959867
2613,Meryl Streep,24235712
2614,Viola Davis,18554869
2615,Leonardo DiCaprio,13945530
2616,Cate Blanchett,19900616
2617,Tom Hanks,6590579
2618,Cate Blanchett,46084266
2619,Robert De Niro,45709441
2620,Tom Hanks,35144404
2621,Robert De Niro,2544004
2622,Meryl Streep,8183977
2623,Meryl Streep,5993881
2624,Meryl Streep,26057664
2625,Robert De Niro,11335176
2626,Leonardo DiCaprio,16901131
2627,Robert De Niro,6060783
2628,Robert De Niro,49526897
2629,Robert De Niro,23893169
2630,Leonardo DiCaprio,5723308
2631,Meryl Streep,40108020
2632,Viola Davis,31921281
2633,Viola Davis,23206365
2634,Viola Davis,8102314
2635,Leonardo DiCaprio,9185831
2636,Robert De Niro,48254547
2637,Meryl Streep,14389648
2638,Viola Davis,6446260
2639,Meryl Streep,7154143
2640,Viola Davis,7146227
2641,Robert De Niro,30056082
2642,Viola Davis,16641448
2643,Meryl Streep,4355351
2644,Viola Davis,6329246
2645,Cate Blanchett,22502012
2646,Viola Davis,36522968
2647,Meryl Streep,32946779
2648,Meryl Streep,48529022
2649,Cate Blanchett,41631586
2650,Viola Davis,13486602
2651,Cate Blanchett,20331613
2652,Viola Davis,46376284
2653,Leonardo DiCaprio,5111514
2654,Cate Blanchett,13410297
2655,Leonardo DiCaprio,1423684
2656,Robert De Niro,12801154
2657,Meryl Streep,18667186
2658,Meryl Streep,37372899
2659,Leonardo DiCaprio,13706767
2660,Viola Davis,9322190
2661,Viola Davis,6085493
2662,Meryl Streep,13552582
2663,Tom Hanks,16281731
2664,Meryl Streep,27485719
2665,Viola Davis,40749130
2666,Tom Hanks,41369603
2667,Cate Blanchett,35001004
2668,Viola Davis,20153072
2669,Meryl Streep,29623494
2670,Tom Hanks,24136387
2671,Viola Davis,17157847
2672,Leonardo DiCaprio,1468625
2673,Viola Davis,46870990
2674,Tom Hanks,19887731
2675,Meryl Streep,5338812
2676,Robert De Niro,5213294
2677,Cate Blanchett,24100431
2678,Viola Davis,5053642
2679,Leonardo DiCaprio,29863172
2680,Robert De Niro,46233724
2681,Viola Davis,30925990
2682,Robert De Niro,46265004
2683,Robert De Niro,22367331
2684,Leonardo DiCaprio,25258497
2685,Viola Davis,46706559
2686,Leonardo DiCaprio,46512932
2687,Robert De Niro,39198441
2688,Tom Hanks,49798138
2689,Tom Hanks,31251800
2690,Tom Hanks,33242373
2691,Tom Hanks,34533959
2692,Tom Hanks,33822103
2693,Tom Hanks,37635862
2694,Viola Davis,13769813
2695,Meryl Streep,40408279
2696,Meryl Streep,3865513
2697,Viola Davis,24682380
2698,Cate Blanchett,32201918
2699,Cate Blanchett,22767952
2700,Cate Blanchett,32113270
2701,Cate Blanchett,31345045
2702,Meryl Streep,10535021
2703,Viola Davis,26874773
2704,Cate Blanchett,2642812
2705,Meryl Streep,22254954
2706,Cate Blanchett,43425756
2707,Meryl Streep,27804505
2708,Tom Hanks,1936179
2709,Cate Blanchett,45410771
2710,Meryl Streep,11136032
2711,Leonardo DiCaprio,13341965
2712,Meryl Streep,7365021
2713,Robert De Niro,27259137
2714,Cate Blanchett,11059607
2715,Tom Hanks,23636841
2716,Meryl Streep,2454965
2717,Cate Blanchett,27322237
2718,Meryl Streep,21369025
2719,Leonardo DiCaprio,19634091
2720,Meryl Streep,13747064
2721,Cate Blanchett,41723336
2722,Viola Davis,34496509
2723,Cate Blanchett,30199574
2724,Meryl Streep,33704977
2725,Viola Davis,5010453
2726,Tom Hanks,8114311
2727,Robert De Niro,22695121
2728,Viola Davis,32990812
2729,Leonardo DiCaprio,20416061
2730,Meryl Streep,16780811
2731,Leonardo DiCaprio,34167320
2732,Meryl Streep,28940467
2733,Cate Blanchett,1870240
2734,Tom Hanks,43379825
2735,Meryl Streep,23721753
2736,Viola Davis,21844813
2737,Viola Davis,42505502
2738,Cate Blanchett,42045577
2739,Robert De Niro,41205982
2740,Meryl Streep,36543318
2741,Tom Hanks,23890648
2742,Viola Davis,26055409
